"","sos","info","own","fishtech","rank_one","education","wtp_predict","wtp_predict_int"
"335",1,1,"2",1,"weather","higher",3.86107748739574,4.81972473888509
"336",1,1,"2",1,"weather","no_formal",0.486908385441282,1.70268174139736
"337",1,1,"3",0,"corruption","formal",2.37666062489648,4.14126609033516
"338",1,1,"3",0,"corruption","higher",3.6932354608584,5.0353054608754
"339",1,1,"3",0,"corruption","no_formal",0.374528417697514,1.91826246338767
"340",1,1,"3",0,"iuu","formal",1.34683400738106,2.86979481398798
"341",1,1,"3",0,"iuu","higher",2.50804084310741,3.76383418452822
"342",1,1,"3",0,"iuu","no_formal",-0.419028092914004,0.646791187040493
"343",1,1,"3",0,"pollution","formal",0.897181280684204,2.37531925207453
"344",1,1,"3",0,"pollution","higher",1.99054985727145,3.26935862261478
"345",1,1,"3",0,"pollution","no_formal",-0.765518310505573,0.152315625127047
"346",1,1,"3",0,"weather","formal",0.286394557407247,1.44489979289037
"347",1,1,"3",0,"weather","higher",1.28761489257992,2.33893916343061
"348",1,1,"3",0,"weather","no_formal",-1.23617402342634,-0.778103834057118
"349",1,1,"3",1,"corruption","formal",3.98878263826029,5.30819986869735
"350",1,1,"3",1,"corruption","higher",5.54857528301837,6.2022392392376
"351",1,1,"3",1,"corruption","no_formal",1.61678599566873,3.08519624174987
"352",1,1,"3",1,"iuu","formal",2.76871072172314,4.03672859235017
"353",1,1,"3",1,"iuu","higher",4.14443341665482,4.93076796289042
"354",1,1,"3",1,"iuu","no_formal",0.676631608206677,1.81372496540269
"355",1,1,"3",1,"pollution","formal",2.23599127681234,3.54225303043673
"356",1,1,"3",1,"pollution","higher",3.53134359343502,4.43629240097697
"357",1,1,"3",1,"pollution","no_formal",0.26613242645292,1.31924940348924
"358",1,1,"3",1,"weather","formal",1.51237070283469,2.61183357125256
"359",1,1,"3",1,"weather","higher",2.69855174771509,3.50587294179281
"360",1,1,"3",1,"weather","no_formal",-0.291469997028625,0.388829944305075
"361",1,1,"4",0,"corruption","formal",2.28691422035815,4.47179557340705
"362",1,1,"4",0,"corruption","higher",3.58994918546774,5.3658349439473
"363",1,1,"4",0,"corruption","no_formal",0.305372268095178,2.24879194645957
"364",1,1,"4",0,"iuu","formal",1.26767850813773,3.20032429705987
"365",1,1,"4",0,"iuu","higher",2.4169433029264,4.09436366760012
"366",1,1,"4",0,"iuu","no_formal",-0.48002317762719,0.977320670112387
"367",1,1,"4",0,"pollution","formal",0.822650083593381,2.70584873514643
"368",1,1,"4",0,"pollution","higher",1.90477427899043,3.59988810568667
"369",1,1,"4",0,"pollution","no_formal",-0.822950033175342,0.48284510819894
"370",1,1,"4",0,"weather","formal",0.218144790832638,1.77542927596226
"371",1,1,"4",0,"weather","higher",1.2090684123946,2.66946864650251
"372",1,1,"4",0,"weather","no_formal",-1.28876544579962,-0.447574350985225
